TV_product_grouped;TV_technology;TV_hbonordic;CZ_group5_name;CZ_employment;CZ_car;CZ_children;CZ_civilstate;CZ_home;CZ_owner;CZ_wealth;CZ_household_income;CZ_age;CZ_education;Failures;Failures_SLA_insufficient;TV_flow_consump;TV_flow_consump_cat_children;TV_flow_consump_cat_documentary;TV_flow_consump_cat_movies;TV_flow_consump_cat_leisure;TV_flow_consump_cat_art;TV_flow_consump_cat_music;TV_flow_consump_cat_news;TV_flow_consump_cat_politics;TV_flow_consump_cat_series;TV_flow_consump_cat_show;TV_flow_consump_cat_sports;TV_flow_consump_cat_other;OTT_SVOD_consump;OTT_TVOD_consump;Household_municipality
Grundpakke;DSL;0;Komfort og hygge;5;6;5;6;6;10;8;5;9;7;0;0;409;0;33;18;12;99;1;102;34;20;25;55;7;NULL;NULL;Langeland
Grundpakke;DSL;0;Provinsliv;7;6;5;4;5;10;5;5;5;8;0;0;409;50;16;37;40;43;0;32;29;40;48;68;1;NULL;NULL;Aalborg
Grundpakke;DSL;0;Komfort og hygge;4;2;1;5;6;5;5;4;7;3;0;0;408;6;72;60;35;82;11;48;11;28;23;28;1;NULL;NULL;Ærø
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;8;8;10;9;8;2;1;8;4;10;0;0;407;34;32;44;22;8;3;83;10;29;14;120;3;NULL;NULL;Gribskov
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;4;6;6;4;4;4;1;4;3;1;0;0;407;2;41;81;30;19;2;18;28;63;47;67;5;48;0;Syddjurs
Grundpakke;DSL;0;Velfunderede husejere;8;7;8;8;9;8;8;8;7;8;0;0;406;0;17;13;5;10;0;202;9;48;7;91;0;NULL;NULL;Lejre
Grundpakke;DSL;0;Livet på landet;5;8;7;10;9;8;3;6;5;8;0;0;406;25;28;21;35;60;4;47;25;34;20;101;2;NULL;NULL;Vordingborg
Grundpakke;DSL;0;Provinsliv;1;3;1;2;4;1;4;1;3;2;0;0;406;2;33;235;10;1;16;1;6;73;19;8;0;NULL;NULL;Kolding
Viasat Mellem grundpakke;DSL;0;Livet på landet;2;7;4;6;9;8;4;4;4;5;0;0;404;0;81;17;63;14;1;27;26;54;64;48;5;NULL;NULL;Vejle
Viasat Stor grundpakke;DSL;0;Komfort og hygge;3;5;1;4;6;2;5;2;10;4;0;0;404;0;15;15;23;34;6;105;23;11;38;129;0;NULL;NULL;Thisted
Grundpakke;DSL;0;Seniorer;10;10;2;10;9;9;10;8;10;10;0;0;402;1;9;3;6;7;0;252;19;8;8;85;0;NULL;NULL;Aarhus
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;2;9;2;6;10;6;8;8;9;3;0;0;401;1;0;14;0;4;0;201;7;82;25;65;0;NULL;NULL;Tårnby
Viasat Stor grundpakke;DSL;0;Komfort og hygge;6;8;4;7;10;10;5;5;9;6;0;0;401;0;17;40;16;18;0;42;22;30;28;185;0;3;0;Bornholm
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;7;2;5;6;2;3;3;9;2;0;0;401;0;49;27;55;5;0;8;5;185;9;54;2;NULL;NULL;Odense
Grundpakke;DSL;0;Velfunderede husejere;7;7;8;7;10;10;8;8;7;5;0;0;399;28;15;45;23;40;0;19;12;157;14;41;2;NULL;NULL;Gribskov
Viasat Stor grundpakke;DSL;0;Komfort og hygge;7;6;7;5;5;6;9;7;9;9;0;0;397;27;60;32;9;13;18;153;15;23;12;32;0;1;0;Lyngby-Taarbæk
Viasat Stor grundpakke;DSL;0;Komfort og hygge;3;5;4;6;6;3;3;3;10;3;0;0;396;0;38;125;4;13;0;24;8;61;19;99;0;NULL;NULL;Sønderborg
Grundpakke;DSL;0;Livet på landet;1;6;3;4;9;8;8;5;3;2;0;0;396;2;31;46;19;55;0;61;23;133;17;4;1;NULL;NULL;Frederikshavn
Grundpakke;DSL;0;Livet på landet;5;7;5;7;8;7;8;6;9;5;0;0;395;56;68;36;20;28;2;33;19;26;34;63;6;5;0;Guldborgsund
Viasat Mellem grundpakke;DSL;0;Velhavere;7;6;8;5;4;3;5;7;1;7;0;0;392;0;26;8;6;11;1;254;18;7;21;33;3;NULL;NULL;Rødovre
Viasat Stor grundpakke;DSL;0;Livet på landet;1;6;5;4;6;5;3;2;5;1;0;0;391;0;30;20;9;19;0;150;41;6;4;109;0;NULL;NULL;Mariagerfjord
Grundpakke;DSL;0;Velfunderede husejere;10;9;9;9;7;7;10;10;9;10;0;0;388;7;30;20;12;53;4;99;42;33;16;66;2;1;0;Gentofte
Viasat Stor grundpakke;DSL;0;Provinsliv;3;6;3;5;4;1;1;5;1;5;0;0;388;23;29;15;1;0;0;124;25;1;3;161;0;NULL;NULL;Frederikssund
Viasat Stor grundpakke;DSL;0;Livet på landet;5;6;3;3;7;8;6;3;5;3;0;0;388;0;33;0;23;5;1;143;10;0;6;124;41;7;0;Langeland
Viasat Mellem grundpakke;DSL;0;Livet på landet;1;6;6;7;9;9;4;7;7;2;0;0;388;0;25;15;76;40;2;21;36;129;28;9;2;NULL;NULL;Thisted
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;6;6;5;7;5;5;3;9;4;0;0;386;24;38;30;24;25;1;9;43;142;19;17;9;NULL;NULL;Sønderborg
Viasat Stor grundpakke;DSL;0;Livet på landet;1;7;10;9;7;7;9;6;7;3;0;0;386;1;15;90;25;73;0;46;26;49;32;23;2;NULL;NULL;Frederikshavn
Grundpakke;DSL;0;Urban mangfoldighed;8;2;4;4;2;5;3;5;3;8;0;0;385;0;22;27;27;19;23;149;36;21;18;36;6;NULL;NULL;København
Grundpakke;DSL;0;Urban mangfoldighed;7;2;2;2;2;5;5;3;1;8;1;0;385;86;88;30;11;12;9;58;15;7;25;37;2;NULL;NULL;Aarhus
Viasat Stor grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;384;1;37;42;10;19;0;30;1;123;7;110;1;NULL;NULL;Tårnby
Grundpakke;DSL;0;Vid og velstand;10;3;5;6;2;2;9;7;4;9;0;0;382;0;31;72;29;4;1;4;42;159;24;2;11;NULL;NULL;Lyngby-Taarbæk
Viasat Mellem grundpakke;DSL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;382;15;22;46;12;15;135;7;15;27;28;57;0;NULL;NULL;Slagelse
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;10;5;10;9;8;7;9;8;10;0;0;382;32;14;60;14;6;0;35;11;81;16;107;3;1;0;Randers
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;6;9;5;8;6;9;7;6;9;5;0;0;382;3;84;24;51;53;1;59;22;61;6;14;0;NULL;NULL;Morsø
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;5;6;7;6;9;6;3;7;6;5;0;0;381;0;2;13;0;3;0;204;10;93;7;46;0;NULL;NULL;Gribskov
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;6;6;9;6;9;9;8;8;7;0;0;380;0;11;17;15;69;0;42;21;19;31;153;0;NULL;NULL;Hillerød
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;2;5;3;4;5;3;5;4;6;2;0;0;380;0;17;72;32;26;0;36;5;91;14;83;0;NULL;NULL;Roskilde
Grundpakke;DSL;0;Velhavere;10;5;8;6;4;6;9;10;8;9;0;0;379;0;76;59;57;13;110;8;16;17;18;1;0;1;0;Roskilde
Viasat Stor grundpakke;DSL;0;Provinsliv;8;6;9;6;6;9;6;9;4;4;0;0;378;18;13;29;11;62;13;17;36;29;38;108;0;NULL;NULL;Hillerød
Viasat Stor grundpakke;DSL;1;Provinsliv;5;3;3;2;4;9;4;3;7;6;0;0;378;1;51;13;14;34;0;11;13;51;11;173;1;NULL;NULL;Vordingborg
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;10;1;5;8;7;9;9;3;6;1;0;378;2;13;91;24;40;2;27;37;115;18;4;1;1;0;Kolding
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;10;7;7;7;8;8;4;5;4;0;0;378;0;31;16;12;58;0;147;10;19;13;66;3;NULL;NULL;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Provinsliv;1;4;8;4;3;1;1;2;2;1;0;0;377;1;28;60;9;9;2;75;26;61;5;98;1;NULL;NULL;Mariagerfjord
Grundpakke;DSL;0;Komfort og hygge;1;3;6;5;6;5;1;3;7;3;0;0;376;2;22;53;22;84;0;37;23;54;35;39;2;NULL;NULL;Bornholm
Grundpakke;DSL;0;Velfunderede husejere;8;10;9;10;8;7;6;9;6;9;0;0;376;0;24;49;33;50;1;38;21;96;28;31;2;2;0;Skanderborg
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;2;7;10;9;6;1;8;6;2;2;0;0;375;85;118;20;25;15;16;11;9;20;16;38;0;16;13;Favrskov
Grundpakke;DSL;0;Komfort og hygge;4;7;6;7;9;7;7;6;7;5;0;0;374;4;46;47;14;21;6;32;29;51;54;39;26;NULL;NULL;Vejle
Viasat Mellem grundpakke;DSL;0;Vid og velstand;7;6;5;6;4;6;9;8;7;6;0;0;373;0;36;54;30;120;8;43;21;33;21;2;1;2;0;Dragør
Viasat Stor grundpakke;DSL;0;Seniorer;4;1;2;1;4;4;7;3;10;3;0;0;371;0;21;8;5;14;0;22;5;18;11;266;0;NULL;NULL;Aarhus
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;6;5;7;7;7;6;9;8;3;7;0;0;369;0;20;37;9;47;0;135;17;49;21;32;0;NULL;NULL;København
Grundpakke;DSL;0;Seniorer;1;1;2;1;8;6;5;1;10;1;0;0;367;60;34;58;28;15;5;16;20;70;33;20;4;24;2;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Seniorer;9;9;6;7;9;8;8;10;9;9;0;0;366;0;3;12;2;13;0;102;21;177;25;6;2;NULL;NULL;Rudersdal
Grundpakke;DSL;0;Livet på landet;7;5;5;8;7;8;8;8;3;7;0;0;366;0;31;39;17;42;1;49;24;61;25;40;34;NULL;NULL;Faaborg-Midtfyn
Grundpakke;DSL;0;Velfunderede husejere;10;10;7;8;6;10;10;10;8;10;0;0;365;108;12;50;11;32;5;20;27;30;14;30;22;NULL;NULL;Furesø
Grundpakke;DSL;0;Komfort og hygge;4;6;5;5;6;3;6;6;6;4;0;0;365;6;12;75;8;15;0;42;26;150;22;7;1;1;0;Næstved
Viasat Stor grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;361;0;12;44;20;22;0;30;32;126;49;22;0;NULL;NULL;Odsherred
Viasat Stor grundpakke;DSL;0;Urban mangfoldighed;7;4;4;5;5;6;8;6;5;6;0;0;360;0;142;71;20;19;0;22;9;59;11;3;1;NULL;NULL;Odense
Grundpakke;DSL;0;Komfort og hygge;5;7;6;5;6;8;6;4;7;4;0;0;360;0;11;29;39;72;0;55;8;48;21;74;0;1;0;Randers
Grundpakke;DSL;0;Seniorer;8;10;7;8;7;10;6;9;8;9;0;0;359;3;21;57;39;23;0;47;11;75;64;13;2;NULL;NULL;Gribskov
Grundpakke;DSL;0;Velhavere;10;7;9;10;9;6;9;10;5;10;0;0;358;16;44;71;23;5;0;8;18;130;40;0;0;NULL;NULL;Fredensborg
Viasat Stor grundpakke;DSL;0;Komfort og hygge;5;6;4;2;6;6;2;4;3;1;0;0;358;8;26;65;8;10;1;112;8;52;16;50;0;1;0;Assens
Viasat Stor grundpakke;DSL;0;Velhavere;10;6;7;8;7;6;10;10;10;10;0;0;357;0;10;27;2;3;1;44;7;93;19;149;1;1;0;Gentofte
Viasat Stor grundpakke;DSL;0;Livet på landet;1;6;3;6;8;8;8;3;8;2;0;0;357;1;16;40;24;54;0;53;17;38;33;77;1;1;0;Ringkøbing-Skjern
Grundpakke;DSL;0;Velfunderede husejere;8;9;8;8;7;8;7;8;6;5;0;0;356;0;23;63;32;32;1;17;24;87;67;6;1;1;0;Jammerbugt
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;354;0;115;27;16;36;0;25;33;70;19;9;0;NULL;NULL;Helsingør
Grundpakke;DSL;0;Seniorer;4;3;3;3;6;2;8;4;10;5;0;0;353;0;33;31;10;80;1;68;22;73;24;6;3;NULL;NULL;Furesø
Viasat Mellem grundpakke;DSL;0;Provinsliv;2;1;1;1;4;3;1;1;5;1;0;0;353;3;16;40;20;27;4;93;19;102;11;15;0;1;0;Slagelse
Viasat Mellem grundpakke;DSL;0;Seniorer;1;4;1;6;5;4;3;2;10;3;0;0;353;8;94;56;7;70;3;34;25;24;21;5;2;13;0;Næstved
Viasat Mellem grundpakke;DSL;0;Provinsliv;5;1;2;1;2;3;4;2;1;5;1;0;353;0;22;48;31;4;1;32;32;41;67;72;1;NULL;NULL;Svendborg
Grundpakke;DSL;0;Livet på landet;7;10;6;8;7;2;4;7;8;5;0;0;352;4;49;33;11;8;6;8;19;174;29;7;1;NULL;NULL;Ikast-Brande
Grundpakke;DSL;0;Livet på landet;6;8;9;6;6;10;9;8;6;1;0;0;352;33;37;65;9;56;0;18;18;25;28;59;0;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Livet på landet;5;9;5;8;9;8;10;8;8;8;0;0;351;6;30;80;7;64;0;19;24;38;72;9;0;2;1;Randers
Viasat Mellem grundpakke;DSL;0;Livet på landet;9;8;1;10;6;9;6;9;10;10;0;0;351;1;10;6;26;63;1;60;40;18;31;88;3;NULL;NULL;Aalborg
Viasat Stor grundpakke;DSL;0;Komfort og hygge;3;4;7;6;6;9;1;4;6;3;0;0;348;0;29;2;11;40;0;63;14;45;21;119;0;NULL;NULL;Bornholm
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;347;1;22;4;8;108;0;55;6;31;9;95;5;NULL;NULL;Halsnæs
Grundpakke;DSL;0;Livet på landet;7;8;8;10;10;10;7;8;7;4;0;0;346;0;15;35;13;67;0;39;31;104;23;15;0;NULL;NULL;Næstved
Viasat Mellem grundpakke;DSL;0;Provinsliv;3;2;5;2;3;2;3;2;2;5;0;0;345;0;30;14;51;110;0;16;29;26;48;11;5;NULL;NULL;Slagelse
Grundpakke;DSL;0;Velfunderede husejere;7;10;9;8;8;6;4;8;7;7;0;0;345;61;50;21;15;49;3;34;14;32;18;41;4;2;0;Thisted
Grundpakke;DSL;0;Velhavere;10;6;9;7;6;5;10;9;7;10;0;0;344;0;60;48;32;5;4;27;6;129;13;10;6;NULL;NULL;København
Viasat Mellem grundpakke;DSL;0;Velhavere;10;5;6;8;6;8;10;10;8;10;0;0;344;5;33;11;12;20;1;69;8;16;6;158;1;NULL;NULL;Gentofte
Grundpakke;DSL;0;Velhavere;10;5;10;9;7;8;10;10;4;10;0;0;343;1;30;29;18;73;1;48;15;59;16;48;1;3;0;København
Grundpakke;DSL;1;Komfort og hygge;8;8;8;9;7;10;7;9;8;8;0;0;343;2;14;110;17;23;0;42;9;43;27;51;1;1;0;Helsingør
Grundpakke;DSL;0;Komfort og hygge;1;9;10;6;10;9;1;8;7;9;0;0;343;0;18;17;2;15;6;254;16;4;4;3;0;NULL;NULL;Vordingborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;10;5;10;9;6;9;9;10;6;10;0;0;342;0;21;49;16;74;0;31;27;29;14;78;0;5;0;København
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;5;6;5;8;10;10;7;6;9;4;0;0;342;128;13;60;3;0;4;9;12;45;10;52;3;NULL;NULL;Vejle
Viasat Mellem grundpakke;DSL;0;Velhavere;10;6;8;10;8;6;10;10;8;10;0;0;341;0;45;30;7;24;5;96;37;13;30;51;0;NULL;NULL;Holstebro
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;7;7;7;8;8;7;7;8;7;3;0;0;339;3;13;16;8;87;0;52;7;105;7;35;1;2;0;Syddjurs
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;6;7;6;10;10;4;2;3;1;0;0;339;1;100;59;15;23;0;42;21;15;14;45;0;0;6;Ringkøbing-Skjern
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;10;7;9;8;8;7;7;8;7;0;0;339;0;26;32;10;6;1;62;14;53;18;113;0;NULL;NULL;Vesthimmerlands
Grundpakke;DSL;0;Livet på landet;9;8;3;6;9;8;9;6;9;8;0;0;338;1;64;26;10;77;4;61;19;25;33;11;3;1;0;Langeland
Viasat Stor grundpakke;DSL;0;Livet på landet;5;6;10;9;6;9;6;9;6;9;2;0;338;6;37;41;18;37;1;43;17;30;24;79;1;NULL;NULL;Struer
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;8;10;10;10;8;7;5;9;4;8;0;0;337;71;20;63;22;14;0;29;16;9;26;37;26;3;0;Ikast-Brande
Grundpakke;DSL;0;Komfort og hygge;4;8;7;7;10;5;6;6;8;4;0;0;337;0;20;29;7;2;1;50;14;189;16;2;3;1;0;Hedensted
Grundpakke;DSL;0;Livet på landet;8;9;7;7;5;8;10;10;9;4;0;0;336;2;20;20;7;22;1;6;50;182;19;2;0;NULL;NULL;Slagelse
Viasat Mellem grundpakke;DSL;0;Seniorer;3;4;2;2;6;5;8;2;10;2;0;0;336;0;40;13;24;84;0;43;18;73;12;27;0;NULL;NULL;Norddjurs
Grundpakke;DSL;0;Seniorer;5;6;10;5;5;2;1;5;5;3;0;0;335;0;63;41;7;14;1;19;12;164;8;3;0;NULL;NULL;Slagelse
Viasat Stor grundpakke;DSL;0;Livet på landet;8;7;3;8;7;8;1;8;8;7;0;0;335;0;28;54;10;21;14;29;2;83;9;80;0;NULL;NULL;Randers
Grundpakke;DSL;0;Seniorer;5;9;3;7;5;1;8;5;10;7;0;0;335;3;17;10;12;8;5;34;12;21;13;193;3;NULL;NULL;Hjørring
Grundpakke;DSL;0;Komfort og hygge;7;8;10;8;7;5;1;7;3;7;0;0;333;1;33;19;17;39;11;35;25;102;27;20;1;NULL;NULL;Struer
Viasat Stor grundpakke;DSL;0;Komfort og hygge;3;4;4;3;5;2;1;3;5;2;0;0;333;0;100;42;3;48;1;22;8;63;32;9;1;10;2;Mariagerfjord
Grundpakke;DSL;0;Velfunderede husejere;5;6;5;7;7;10;7;6;6;4;0;0;332;2;21;20;15;45;2;55;12;67;8;82;0;NULL;NULL;Herning
Grundpakke;DSL;0;Livet på landet;8;10;10;7;6;9;6;7;6;10;0;0;332;10;33;33;34;56;4;40;15;75;20;8;0;NULL;NULL;Lemvig
Grundpakke;DSL;0;Urban mangfoldighed;5;1;2;1;1;1;2;2;1;7;0;0;331;0;64;28;25;35;0;6;24;126;15;3;2;NULL;NULL;København
Grundpakke;DSL;0;Velfunderede husejere;3;9;9;9;8;7;10;8;7;7;0;0;331;0;18;44;27;4;0;71;12;129;11;11;0;NULL;NULL;Stevns
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;4;8;1;5;9;8;8;8;9;1;0;0;331;0;14;109;4;37;2;19;15;45;5;78;0;NULL;NULL;Frederikshavn
Viasat Mellem grundpakke;DSL;0;Velhavere;10;10;8;10;9;8;9;10;8;8;0;0;330;2;8;26;12;37;1;33;10;7;20;171;0;NULL;NULL;Hillerød
Viasat Mellem grundpakke;DSL;0;Seniorer;6;6;7;7;6;9;10;9;10;2;0;0;329;0;36;87;16;43;3;12;46;39;25;17;2;1;0;Fredensborg
Grundpakke;DSL;0;Komfort og hygge;4;7;10;4;6;2;1;7;4;4;0;0;329;41;53;15;24;23;1;44;42;22;36;21;4;2;0;Gribskov
Grundpakke;DSL;0;Velhavere;9;8;8;7;10;10;8;9;6;7;0;0;328;0;25;50;35;37;0;39;8;65;19;44;2;NULL;NULL;Glostrup
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;8;7;6;8;7;5;8;7;7;0;0;328;43;25;58;21;13;7;5;18;59;34;41;0;NULL;NULL;Frederikssund
Grundpakke;DSL;0;Velfunderede husejere;5;9;7;9;10;10;8;7;9;7;0;0;328;8;15;35;25;40;0;22;52;77;31;18;1;NULL;NULL;Holstebro
Grundpakke;DSL;0;Velfunderede husejere;5;9;9;10;9;8;6;8;6;9;0;0;328;0;15;3;19;70;0;68;8;25;6;105;4;NULL;NULL;Viborg
Viasat Mellem grundpakke;DSL;0;Urban mangfoldighed;2;1;2;1;2;5;3;1;1;2;0;0;327;0;13;46;2;100;2;41;12;55;4;47;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Velhavere;9;7;9;10;7;7;10;10;8;8;0;0;326;34;13;9;15;86;6;64;15;27;27;22;4;NULL;NULL;Hillerød
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;5;5;6;7;5;6;4;10;4;0;0;326;6;8;8;6;7;5;234;4;3;5;34;2;NULL;NULL;Lolland
Viasat Stor grundpakke;DSL;0;Livet på landet;7;7;8;9;7;10;9;8;4;7;0;0;325;1;14;40;17;62;0;27;18;47;23;69;2;1;0;Aalborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;9;4;7;10;10;8;7;10;5;0;0;324;0;5;26;25;11;0;30;1;190;11;23;0;NULL;NULL;Køge
Grundpakke;DSL;0;Komfort og hygge;1;4;4;4;5;4;3;3;8;2;0;0;324;0;16;22;11;56;0;36;57;32;53;33;5;NULL;NULL;Bornholm
Grundpakke;DSL;0;Komfort og hygge;5;6;7;7;8;7;6;6;6;5;0;0;324;12;36;65;46;11;0;2;33;74;38;1;4;7;0;Middelfart
Grundpakke;DSL;0;Livet på landet;8;6;9;7;8;7;2;6;1;6;0;0;322;1;86;50;30;10;19;0;54;27;41;0;0;NULL;NULL;Brønderslev
Grundpakke;DSL;0;Urban mangfoldighed;8;4;4;2;4;2;7;4;5;7;0;0;320;163;15;19;14;7;4;9;15;40;19;2;8;NULL;NULL;Gladsaxe
Viasat Stor grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;320;0;5;12;1;7;0;16;0;11;5;258;0;NULL;NULL;Helsingør
Grundpakke;DSL;0;Velfunderede husejere;7;10;7;7;9;8;10;9;6;8;0;0;320;4;31;29;14;8;2;28;30;142;18;5;4;NULL;NULL;Kolding
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;2;8;10;7;10;10;6;6;8;3;0;0;320;23;60;53;26;28;0;28;28;19;20;26;3;NULL;NULL;Silkeborg
Viasat Stor grundpakke;DSL;0;Livet på landet;7;6;8;7;6;8;8;7;9;6;0;0;320;1;17;61;3;11;0;66;8;47;17;85;0;NULL;NULL;Thisted
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;8;7;9;7;10;10;3;7;3;7;0;0;320;6;51;45;28;8;2;9;16;78;16;54;2;NULL;NULL;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Livet på landet;2;7;7;3;6;5;5;3;8;2;0;0;319;0;48;21;14;7;0;31;16;66;41;70;1;1;0;Vejen
Viasat Stor grundpakke;DSL;1;Urban mangfoldighed;5;2;4;3;1;2;1;4;2;5;0;0;318;0;26;134;5;21;0;26;25;19;42;12;5;4;0;København
Viasat Mellem grundpakke;DSL;0;Velhavere;10;7;10;10;7;7;10;10;6;10;0;0;316;3;14;37;15;9;3;34;18;103;22;54;0;1;0;København
Grundpakke;DSL;0;Provinsliv;1;1;4;2;4;4;1;1;3;3;0;0;316;1;20;63;14;26;19;43;41;19;60;6;1;8;0;Slagelse
Grundpakke;DSL;0;Vid og velstand;10;3;6;5;1;2;8;7;6;10;0;0;315;0;52;20;22;57;1;32;34;50;33;6;4;NULL;NULL;København
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;4;4;6;2;5;3;2;3;6;5;0;0;315;13;22;14;0;8;0;179;11;54;7;6;0;NULL;NULL;Gladsaxe
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;5;9;6;10;8;7;9;9;8;8;0;0;315;2;18;42;11;77;0;22;4;126;9;2;0;NULL;NULL;Roskilde
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;7;7;9;8;5;9;8;9;5;8;0;0;315;0;78;46;25;15;3;39;27;36;29;15;0;NULL;NULL;Solrød
Grundpakke;DSL;0;Livet på landet;2;6;2;6;9;9;4;5;7;2;0;0;314;1;33;48;20;46;0;22;12;101;19;8;0;1;0;Slagelse
Grundpakke;DSL;0;Velhavere;10;10;8;9;8;6;10;10;9;10;0;0;313;0;31;8;17;36;1;76;53;39;39;10;0;NULL;NULL;Rudersdal
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;3;5;4;6;7;6;6;4;7;2;0;0;312;1;76;12;28;28;0;10;57;48;31;15;0;NULL;NULL;Odsherred
Grundpakke;DSL;0;Livet på landet;6;9;8;8;7;8;5;7;4;7;0;0;312;3;26;27;23;18;0;23;11;139;11;28;0;1;0;Aabenraa
Grundpakke;DSL;0;Velfunderede husejere;3;9;9;8;8;7;5;6;5;4;0;0;311;19;76;37;7;4;1;1;28;105;27;1;2;3;0;Holbæk
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;6;10;8;6;10;3;7;4;8;0;0;311;28;27;52;19;6;0;3;18;96;15;31;11;1;1;Odense
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;6;8;4;7;6;8;7;8;5;7;0;0;311;6;15;36;23;23;3;95;17;24;22;44;0;NULL;NULL;Aarhus
Viasat Stor grundpakke;DSL;0;Velhavere;7;3;10;6;7;6;5;6;3;8;0;0;309;3;25;18;10;9;2;21;7;73;30;108;1;NULL;NULL;København
Viasat Mellem grundpakke;DSL;0;Provinsliv;6;3;3;2;4;3;5;2;3;5;0;0;309;1;19;27;12;9;3;57;8;41;21;105;1;1;0;Esbjerg
Grundpakke;DSL;0;Seniorer;4;6;1;6;1;1;9;3;10;6;0;0;309;1;38;48;10;23;1;24;11;110;20;13;3;NULL;NULL;Aabenraa
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;2;7;7;9;6;8;9;6;8;7;0;0;308;1;25;11;31;23;5;43;23;61;19;59;2;NULL;NULL;Skanderborg
Grundpakke;DSL;0;Velfunderede husejere;8;6;7;8;6;6;8;7;7;6;0;0;307;0;16;37;20;46;1;19;11;85;33;35;0;NULL;NULL;Roskilde
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;9;10;10;10;10;6;7;7;6;0;0;307;38;38;72;27;13;3;18;21;32;17;16;8;2;3;Syddjurs
Grundpakke;DSL;0;Komfort og hygge;7;10;10;9;9;8;1;8;3;7;0;0;307;79;13;59;6;16;0;34;14;39;23;19;2;3;0;Rebild
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;4;3;4;4;6;6;4;3;2;4;0;0;304;0;53;5;17;4;0;121;24;3;13;61;0;10;0;Tønder
Grundpakke;DSL;0;Seniorer;1;2;3;3;5;2;4;2;10;1;0;0;303;0;30;33;17;14;1;16;9;146;30;2;0;NULL;NULL;Stevns
Grundpakke;DSL;0;Velhavere;7;3;6;4;5;2;8;6;2;1;0;0;302;81;16;59;11;24;0;15;11;40;17;22;0;2;0;Lyngby-Taarbæk
Grundpakke;DSL;0;Seniorer;8;9;8;9;9;9;10;8;10;6;0;0;302;1;55;32;24;52;5;24;14;26;24;39;1;NULL;NULL;Køge
Viasat Mellem grundpakke;DSL;0;Urban mangfoldighed;3;2;2;1;2;4;2;2;3;3;0;0;302;0;8;50;3;93;13;31;2;70;6;21;1;NULL;NULL;Aarhus
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;4;5;4;6;8;7;8;5;9;3;0;0;302;100;34;44;6;3;1;5;16;56;8;14;10;8;0;Læsø
